Date,Last Year Quantity,Avg Last Year,Average Temperature (°C),Average Dew Point (°C),Average Humidity (%),Average Wind Speed (km/h),Average Pressure (hPa),Quantity,Max Rate,Year,Month,Day,Variety_Mishrathali,Disease_Flacherie,Disease_Grasserie,Disease_Muscardine,Disease_Nematodes and Parasitic Worms,Disease_Pebrine,Disease_Uzi Fly
2022-12-02,15.869,608.0,22.2,19.5,86.7,10.8,910.2,17.491,852.0,2022,12,2,False,False,False,True,False,False,False
2022-12-03,15.914,637.0,22.9,19.0,81.0,13.0,910.4,15.11,802.0,2022,12,3,False,False,False,True,False,False,False
2022-12-03,5.22,497.0,22.9,19.0,81.0,13.0,910.4,6.62,698.0,2022,12,3,True,False,False,True,False,False,False
2022-12-04,14.524,631.0,22.0,18.3,82.1,12.6,911.1,16.11,819.0,2022,12,4,False,False,False,True,False,False,False
2022-12-04,5.725,501.0,22.0,18.3,82.1,12.6,911.1,7.02,685.0,2022,12,4,True,False,False,True,False,False,False
2022-12-13,23.343,659.0,19.9,19.9,99.9,13.3,910.4,13.149,833.0,2022,12,13,False,False,False,True,False,False,False
2022-12-13,2.666,592.0,19.9,19.9,99.9,13.3,910.4,4.838,713.0,2022,12,13,True,False,False,True,False,False,False
2022-12-14,15.393,689.0,20.9,19.1,89.8,11.2,911.1,17.979,808.0,2022,12,14,False,False,False,True,False,False,False
2022-12-14,4.003,588.0,20.9,19.1,89.8,11.2,911.1,6.561,701.0,2022,12,14,True,False,False,True,False,False,False
2022-12-15,11.499,759.0,21.0,13.1,67.2,10.5,910.3,18.915,836.0,2022,12,15,False,False,False,True,False,False,False
2022-12-15,3.598,621.0,21.0,13.1,67.2,10.5,910.3,5.951,702.0,2022,12,15,True,False,False,True,False,False,False
2022-12-16,3.867,624.0,21.3,12.0,61.4,12.2,908.0,9.434,675.0,2022,12,16,True,False,False,True,False,False,False
2022-12-16,11.261,778.0,21.3,12.0,61.4,12.2,908.0,16.775,841.0,2022,12,16,False,False,False,True,False,False,False
2022-12-17,3.966,618.0,21.2,16.8,78.8,12.0,910.6,10.922,600.0,2022,12,17,True,False,False,True,False,False,False
2022-12-17,12.802,781.0,21.2,16.8,78.8,12.0,910.6,18.806,866.0,2022,12,17,False,False,False,True,False,False,False
2022-12-18,3.434,651.0,21.5,18.3,84.4,13.4,909.6,7.809,650.0,2022,12,18,True,False,False,True,False,False,False
2022-12-18,13.096,797.0,21.5,18.3,84.4,13.4,909.6,16.464,833.0,2022,12,18,False,False,False,True,False,False,False
2022-12-20,19.05,748.0,21.1,17.3,81.8,10.8,908.9,22.082,836.0,2022,12,20,False,False,False,True,False,False,False
2022-12-20,4.119,654.0,21.1,17.3,81.8,10.8,908.9,7.092,700.0,2022,12,20,True,False,False,True,False,False,False
2022-12-21,4.71,645.0,20.3,13.8,70.8,11.7,909.6,5.285,700.0,2022,12,21,True,False,False,True,False,False,False
2022-12-21,21.174,728.0,20.3,13.8,70.8,11.7,909.6,17.94,843.0,2022,12,21,False,False,False,True,False,False,False
2022-12-22,21.81,735.0,20.1,12.5,67.5,12.5,909.3,26.348,789.0,2022,12,22,False,False,False,True,False,False,False
2022-12-22,3.831,650.0,20.1,12.5,67.5,12.5,909.3,5.362,703.0,2022,12,22,True,False,False,True,False,False,False
2022-12-23,4.071,634.0,20.2,11.4,62.2,11.5,909.4,6.898,695.0,2022,12,23,True,False,False,True,False,False,False
2022-12-23,14.335,746.0,20.2,11.4,62.2,11.5,909.4,17.779,789.0,2022,12,23,False,False,False,True,False,False,False
2022-12-24,4.081,646.0,21.0,16.5,78.3,10.7,909.9,6.185,680.0,2022,12,24,True,False,False,True,False,False,False
2022-12-24,12.623,751.0,21.0,16.5,78.3,10.7,909.9,26.699,773.0,2022,12,24,False,False,False,True,False,False,False
2022-12-25,13.525,742.0,20.9,20.4,96.9,13.4,910.6,14.344,744.0,2022,12,25,False,False,False,True,False,False,False
2022-12-25,3.943,637.0,20.9,20.4,96.9,13.4,910.6,8.171,670.0,2022,12,25,True,False,False,True,False,False,False
2022-12-26,4.25,628.0,21.5,19.3,88.0,14.3,912.1,5.848,672.0,2022,12,26,True,False,False,True,False,False,False
2022-12-26,12.174,729.0,21.5,19.3,88.0,14.3,912.1,20.252,762.0,2022,12,26,False,False,False,True,False,False,False
2022-12-27,4.144,589.0,21.7,20.2,91.6,11.4,913.0,4.731,670.0,2022,12,27,True,False,False,True,False,False,False
2022-12-27,15.834,707.0,21.7,20.2,91.6,11.4,913.0,17.184,748.0,2022,12,27,False,False,False,True,False,False,False
2022-12-28,15.974,653.0,22.1,17.8,79.8,8.9,914.1,12.939,805.0,2022,12,28,False,False,False,True,False,False,False
2022-12-28,5.113,560.0,22.1,17.8,79.8,8.9,914.1,3.818,675.0,2022,12,28,True,False,False,True,False,False,False
2022-12-29,25.534,654.0,21.4,15.4,72.9,9.5,915.0,14.294,815.0,2022,12,29,False,False,False,True,False,False,False
2022-12-29,5.42,552.0,21.4,15.4,72.9,9.5,915.0,2.546,655.0,2022,12,29,True,False,False,True,False,False,False
2022-12-31,4.108,573.0,21.9,12.5,59.7,7.7,914.6,8.373,675.0,2022,12,31,True,False,False,True,False,False,False
2022-12-31,19.68,644.0,21.9,12.5,59.7,7.7,914.6,21.502,789.0,2022,12,31,False,False,False,True,False,False,False
2023-01-01,3.417,577.0,21.1,14.2,70.2,9.0,914.0,7.796,676.0,2023,1,1,True,False,True,False,False,False,False
2023-01-01,21.1,640.0,21.1,14.2,70.2,9.0,914.0,13.015,812.0,2023,1,1,False,False,True,False,False,False,False
2023-01-02,12.93,687.0,20.7,13.8,70.5,9.7,913.9,19.516,875.0,2023,1,2,False,False,True,False,False,False,False
2023-01-02,3.889,592.0,20.7,13.8,70.5,9.7,913.9,6.363,672.0,2023,1,2,True,False,True,False,False,False,False
2023-01-03,20.624,695.0,20.4,15.2,75.8,11.2,914.0,21.659,836.0,2023,1,3,False,False,True,False,False,False,False
2023-01-03,5.698,578.0,20.4,15.2,75.8,11.2,914.0,5.206,666.0,2023,1,3,True,False,True,False,False,False,False
2023-01-04,17.117,674.0,19.9,14.8,76.1,12.3,912.9,32.422,797.0,2023,1,4,False,False,True,False,False,False,False
2023-01-04,6.589,562.0,19.9,14.8,76.1,12.3,912.9,4.775,680.0,2023,1,4,True,False,True,False,False,False,False
2023-01-05,7.767,526.0,19.5,15.3,79.6,12.8,913.8,2.727,672.0,2023,1,5,True,False,True,False,False,False,False
2023-01-05,13.93,665.0,19.5,15.3,79.6,12.8,913.8,21.917,788.0,2023,1,5,False,False,True,False,False,False,False
2023-01-06,11.508,684.0,19.6,15.3,79.6,15.8,914.4,26.543,800.0,2023,1,6,False,False,True,False,False,False,False
2023-01-06,4.819,559.0,19.6,15.3,79.6,15.8,914.4,3.39,700.0,2023,1,6,True,False,True,False,False,False,False
2023-01-07,16.368,664.0,20.2,16.3,80.7,13.3,914.0,18.916,788.0,2023,1,7,False,False,True,False,False,False,False
2023-01-07,6.089,554.0,20.2,16.3,80.7,13.3,914.0,5.575,688.0,2023,1,7,True,False,True,False,False,False,False
2023-01-08,5.39,500.0,19.0,13.5,73.5,9.2,913.0,4.198,680.0,2023,1,8,True,False,True,False,False,False,False
2023-01-08,16.628,610.0,19.0,13.5,73.5,9.2,913.0,12.221,796.0,2023,1,8,False,False,True,False,False,False,False
2023-01-09,10.005,601.0,18.2,8.1,60.1,8.5,913.7,17.512,795.0,2023,1,9,False,False,True,False,False,False,False
2023-01-09,5.284,495.0,18.2,8.1,60.1,8.5,913.7,5.721,692.0,2023,1,9,True,False,True,False,False,False,False
2023-01-10,5.297,479.0,18.5,10.6,69.1,10.3,913.2,7.06,677.0,2023,1,10,True,False,True,False,False,False,False
2023-01-10,20.734,576.0,18.5,10.6,69.1,10.3,913.2,19.055,822.0,2023,1,10,False,False,True,False,False,False,False
2023-01-11,21.549,559.0,19.5,8.3,57.0,10.3,911.6,20.062,800.0,2023,1,11,False,False,True,False,False,False,False
2023-01-11,3.995,480.0,19.5,8.3,57.0,10.3,911.6,5.616,675.0,2023,1,11,True,False,True,False,False,False,False
2023-01-12,5.199,445.0,19.8,7.6,55.3,7.8,910.7,6.222,680.0,2023,1,12,True,False,True,False,False,False,False
2023-01-12,16.634,545.0,19.8,7.6,55.3,7.8,910.7,19.931,800.0,2023,1,12,False,False,True,False,False,False,False
2023-01-13,4.703,464.0,20.2,10.1,61.5,8.3,911.3,4.195,690.0,2023,1,13,True,False,True,False,False,False,False
2023-01-13,15.133,558.0,20.2,10.1,61.5,8.3,911.3,26.475,823.0,2023,1,13,False,False,True,False,False,False,False
2023-01-14,3.97,492.0,19.5,9.2,60.9,8.3,911.0,7.151,666.0,2023,1,14,True,False,True,False,False,False,False
2023-01-14,15.858,593.0,19.5,9.2,60.9,8.3,911.0,25.735,802.0,2023,1,14,False,False,True,False,False,False,False
2023-01-15,3.788,542.0,20.1,8.2,54.8,8.6,910.3,7.616,651.0,2023,1,15,True,False,True,False,False,False,False
2023-01-15,11.809,635.0,20.1,8.2,54.8,8.6,910.3,26.198,782.0,2023,1,15,False,False,True,False,False,False,False
2023-01-16,7.677,661.0,19.4,9.2,61.9,10.2,911.0,26.808,786.0,2023,1,16,False,False,True,False,False,False,False
2023-01-16,2.614,579.0,19.4,9.2,61.9,10.2,911.0,6.718,669.0,2023,1,16,True,False,True,False,False,False,False
2023-01-17,6.336,559.0,20.0,9.1,61.9,10.2,911.8,7.741,680.0,2023,1,17,True,False,True,False,False,False,False
2023-01-17,23.071,609.0,20.0,9.1,61.9,10.2,911.8,22.253,785.0,2023,1,17,False,False,True,False,False,False,False
2023-01-18,5.352,529.0,19.4,12.0,70.9,8.4,913.0,8.108,682.0,2023,1,18,True,False,True,False,False,False,False
2023-01-18,19.537,671.0,19.4,12.0,70.9,8.4,913.0,21.287,785.0,2023,1,18,False,False,True,False,False,False,False
2023-01-19,4.126,641.0,19.6,9.4,62.3,10.7,912.7,5.669,671.0,2023,1,19,True,False,True,False,False,False,False
2023-01-19,17.758,731.0,19.6,9.4,62.3,10.7,912.7,24.088,806.0,2023,1,19,False,False,True,False,False,False,False
2023-01-20,2.773,659.0,19.4,14.2,75.0,11.0,912.6,6.468,691.0,2023,1,20,True,False,True,False,False,False,False
2023-01-20,20.429,748.0,19.4,14.2,75.0,11.0,912.6,23.024,799.0,2023,1,20,False,False,True,False,False,False,False
2023-01-21,19.59,679.0,19.7,14.6,76.1,10.3,911.8,24.669,796.0,2023,1,21,False,False,True,False,False,False,False
2023-01-21,4.231,625.0,19.7,14.6,76.1,10.3,911.8,5.108,690.0,2023,1,21,True,False,True,False,False,False,False
2023-01-22,4.995,588.0,19.7,13.4,72.6,13.1,911.0,6.276,680.0,2023,1,22,True,False,True,False,False,False,False
2023-01-22,14.344,696.0,19.7,13.4,72.6,13.1,911.0,14.904,798.0,2023,1,22,False,False,True,False,False,False,False
2023-01-23,17.573,683.0,19.4,17.3,88.7,11.1,910.7,24.853,825.0,2023,1,23,False,False,True,False,False,False,False
2023-01-23,4.774,585.0,19.4,17.3,88.7,11.1,910.7,5.75,675.0,2023,1,23,True,False,True,False,False,False,False
2023-01-24,26.966,692.0,20.7,15.1,72.8,11.1,910.6,18.526,796.0,2023,1,24,False,False,True,False,False,False,False
2023-01-24,5.168,596.0,20.7,15.1,72.8,11.1,910.6,6.829,685.0,2023,1,24,True,False,True,False,False,False,False
2023-01-25,21.807,716.0,20.2,13.3,71.0,10.9,910.6,21.776,808.0,2023,1,25,False,False,True,False,False,False,False
2023-01-25,5.214,624.0,20.2,13.3,71.0,10.9,910.6,9.157,668.0,2023,1,25,True,False,True,False,False,False,False
2023-01-27,20.7,748.0,20.5,11.2,61.9,10.7,910.5,16.702,833.0,2023,1,27,False,False,True,False,False,False,False
2023-01-27,6.9,622.0,20.5,11.2,61.9,10.7,910.5,9.302,667.0,2023,1,27,True,False,True,False,False,False,False
2023-01-28,4.522,674.0,19.9,9.8,58.4,11.5,910.0,6.141,673.0,2023,1,28,True,False,True,False,False,False,False
2023-01-28,14.904,802.0,19.9,9.8,58.4,11.5,910.0,21.007,825.0,2023,1,28,False,False,True,False,False,False,False
2023-01-29,16.071,834.0,21.0,12.7,66.3,14.2,909.5,23.204,805.0,2023,1,29,False,False,True,False,False,False,False
2023-01-29,3.614,713.0,21.0,12.7,66.3,14.2,909.5,5.188,673.0,2023,1,29,True,False,True,False,False,False,False
2023-01-30,16.071,834.0,21.6,18.0,82.1,12.5,910.5,23.204,805.0,2023,1,30,False,False,True,False,False,False,False
2023-01-30,3.614,713.0,21.6,18.0,82.1,12.5,910.5,5.188,673.0,2023,1,30,True,False,True,False,False,False,False
2023-01-31,14.087,857.0,22.4,13.8,62.1,14.8,910.3,24.347,789.0,2023,1,31,False,False,True,False,False,False,False
2023-01-31,3.469,739.0,22.4,13.8,62.1,14.8,910.3,6.349,666.0,2023,1,31,True,False,True,False,False,False,False
2023-02-01,3.417,577.0,21.1,13.5,64.5,13.7,910.1,4.921,690.0,2023,2,1,True,False,True,False,False,False,False
2023-02-01,21.1,640.0,21.1,13.5,64.5,13.7,910.1,24.532,793.0,2023,2,1,False,False,True,False,False,False,False
2023-02-02,1.742,762.0,20.7,11.4,57.9,14.1,910.5,4.764,682.0,2023,2,2,True,False,True,False,False,False,False
2023-02-02,14.647,868.0,20.7,11.4,57.9,14.1,910.5,16.202,812.0,2023,2,2,False,False,True,False,False,False,False
2023-02-03,2.972,680.0,21.8,13.9,62.3,14.2,910.8,2.707,695.0,2023,2,3,True,False,True,False,False,False,False
2023-02-03,19.39,753.0,21.8,13.9,62.3,14.2,910.8,22.518,789.0,2023,2,3,False,False,True,False,False,False,False
2023-02-04,7.235,520.0,23.1,11.6,53.5,12.8,910.2,4.146,700.0,2023,2,4,True,False,True,False,False,False,False
2023-02-04,25.507,642.0,23.1,11.6,53.5,12.8,910.2,15.525,802.0,2023,2,4,False,False,True,False,False,False,False
2023-02-05,22.395,674.0,22.7,9.9,53.0,10.4,910.1,12.901,801.0,2023,2,5,False,False,True,False,False,False,False
2023-02-05,6.576,542.0,22.7,9.9,53.0,10.4,910.1,3.804,680.0,2023,2,5,True,False,True,False,False,False,False
2023-02-06,10.105,724.0,22.0,10.2,52.9,8.0,910.3,16.194,796.0,2023,2,6,False,False,True,False,False,False,False
2023-02-06,6.573,579.0,22.0,10.2,52.9,8.0,910.3,4.489,680.0,2023,2,6,True,False,True,False,False,False,False
2023-02-07,4.311,617.0,22.7,13.1,59.3,7.5,910.2,4.349,666.0,2023,2,7,True,False,True,False,False,False,False
2023-02-07,18.879,739.0,22.7,13.1,59.3,7.5,910.2,24.273,806.0,2023,2,7,False,False,True,False,False,False,False
2023-02-08,3.14,671.0,22.9,12.9,57.8,10.7,910.3,4.771,669.0,2023,2,8,True,False,True,False,False,False,False
2023-02-08,15.759,795.0,22.9,12.9,57.8,10.7,910.3,28.449,799.0,2023,2,8,False,False,True,False,False,False,False
2023-02-09,1.733,703.0,22.4,11.5,54.8,11.0,911.3,5.603,670.0,2023,2,9,True,False,True,False,False,False,False
2023-02-09,29.223,773.0,22.4,11.5,54.8,11.0,911.3,32.339,796.0,2023,2,9,False,False,True,False,False,False,False
2023-02-10,21.274,790.0,22.2,8.8,49.1,11.0,912.0,20.742,800.0,2023,2,10,False,False,True,False,False,False,False
2023-02-10,2.28,701.0,22.2,8.8,49.1,11.0,912.0,5.824,690.0,2023,2,10,True,False,True,False,False,False,False
2023-02-11,14.752,825.0,22.2,8.0,46.3,10.0,912.2,29.892,783.0,2023,2,11,False,False,True,False,False,False,False
2023-02-11,2.692,701.0,22.2,8.0,46.3,10.0,912.2,6.851,688.0,2023,2,11,True,False,True,False,False,False,False
2023-02-12,17.609,820.0,22.6,7.4,43.2,13.0,912.2,26.519,780.0,2023,2,12,False,False,True,False,False,False,False
2023-02-12,3.531,685.0,22.6,7.4,43.2,13.0,912.2,4.77,666.0,2023,2,12,True,False,True,False,False,False,False
2023-02-13,3.823,710.0,22.5,8.2,43.9,10.9,912.2,5.681,685.0,2023,2,13,True,False,True,False,False,False,False
2023-02-13,14.023,843.0,22.5,8.2,43.9,10.9,912.2,27.327,783.0,2023,2,13,False,False,True,False,False,False,False
2023-02-14,4.047,718.0,22.4,7.8,44.5,9.9,911.6,7.618,666.0,2023,2,14,True,False,True,False,False,False,False
2023-02-14,21.491,836.0,22.4,7.8,44.5,9.9,911.6,24.237,791.0,2023,2,14,False,False,True,False,False,False,False
2023-02-15,16.649,848.0,22.3,8.6,48.9,12.0,910.6,21.369,776.0,2023,2,15,False,False,True,False,False,False,False
2023-02-15,4.259,738.0,22.3,8.6,48.9,12.0,910.6,9.548,650.0,2023,2,15,True,False,True,False,False,False,False
2023-02-16,12.956,878.0,22.3,8.5,48.9,12.4,910.8,36.762,782.0,2023,2,16,False,False,True,False,False,False,False
2023-02-16,4.529,731.0,22.3,8.5,48.9,12.4,910.8,8.148,655.0,2023,2,16,True,False,True,False,False,False,False
2023-02-17,11.996,853.0,22.4,8.3,48.5,11.2,911.2,28.642,766.0,2023,2,17,False,False,True,False,False,False,False
2023-02-17,5.302,717.0,22.4,8.3,48.5,11.2,911.2,7.294,663.0,2023,2,17,True,False,True,False,False,False,False
2023-02-18,5.445,720.0,22.3,10.4,54.1,9.8,911.5,8.41,666.0,2023,2,18,True,False,True,False,False,False,False
2023-02-18,14.503,866.0,22.3,10.4,54.1,9.8,911.5,24.339,759.0,2023,2,18,False,False,True,False,False,False,False
2023-02-19,6.566,710.0,22.3,12.3,60.3,10.3,911.5,5.771,655.0,2023,2,19,True,False,True,False,False,False,False
2023-02-19,15.372,854.0,22.3,12.3,60.3,10.3,911.5,24.23,736.0,2023,2,19,False,False,True,False,False,False,False
2023-02-20,6.383,708.0,22.4,11.2,54.3,9.3,911.8,7.354,658.0,2023,2,20,True,False,True,False,False,False,False
2023-02-20,13.529,848.0,22.4,11.2,54.3,9.3,911.8,23.677,771.0,2023,2,20,False,False,True,False,False,False,False
2023-02-21,6.762,694.0,22.9,10.4,49.5,10.0,912.1,8.066,645.0,2023,2,21,True,False,True,False,False,False,False
2023-02-21,22.263,812.0,22.9,10.4,49.5,10.0,912.1,29.231,720.0,2023,2,21,False,False,True,False,False,False,False
2023-02-22,28.93,732.0,22.8,9.7,49.7,11.8,911.5,25.893,999.0,2023,2,22,False,False,True,False,False,False,False
2023-02-22,10.214,575.0,22.8,9.7,49.7,11.8,911.5,7.333,642.0,2023,2,22,True,False,True,False,False,False,False
2023-02-23,19.048,790.0,22.4,6.1,42.2,11.8,911.3,22.794,990.0,2023,2,23,False,False,True,False,False,False,False
2023-02-23,9.36,607.0,22.4,6.1,42.2,11.8,911.3,7.129,655.0,2023,2,23,True,False,True,False,False,False,False
2023-02-24,15.317,841.0,21.6,6.3,47.7,13.6,912.5,31.515,725.0,2023,2,24,False,False,True,False,False,False,False
2023-02-24,5.579,674.0,21.6,6.3,47.7,13.6,912.5,5.579,725.0,2023,2,24,True,False,True,False,False,False,False
2023-02-25,5.304,713.0,22.9,6.4,41.7,11.6,913.6,4.901,629.0,2023,2,25,True,False,True,False,False,False,False
2023-02-25,10.562,859.0,22.9,6.4,41.7,11.6,913.6,28.056,720.0,2023,2,25,False,False,True,False,False,False,False
2023-02-26,4.002,735.0,22.1,7.3,45.6,12.3,914.5,3.756,680.0,2023,2,26,True,False,True,False,False,False,False
2023-02-26,15.066,873.0,22.1,7.3,45.6,12.3,914.5,37.673,702.0,2023,2,26,False,False,True,False,False,False,False
2023-02-28,18.379,824.0,23.4,11.1,49.0,15.9,914.2,29.162,680.0,2023,2,28,False,False,True,False,False,False,False
2023-02-28,7.244,696.0,23.4,11.1,49.0,15.9,914.2,4.939,598.0,2023,2,28,True,False,True,False,False,False,False
2023-03-01,6.311,699.0,22.4,13.1,59.6,14.2,914.4,4.196,590.0,2023,3,1,True,True,False,False,False,False,False
2023-03-01,24.016,797.0,22.4,13.1,59.6,14.2,914.4,20.991,695.0,2023,3,1,False,True,False,False,False,False,False
2023-03-02,4.763,708.0,21.7,6.6,42.7,16.9,914.9,5.862,580.0,2023,3,2,True,True,False,False,False,False,False
2023-03-02,27.642,783.0,21.7,6.6,42.7,16.9,914.9,26.309,670.0,2023,3,2,False,True,False,False,False,False,False
2023-03-03,29.222,795.0,22.1,5.8,39.5,16.1,915.1,26.703,690.0,2023,3,3,False,True,False,False,False,False,False
2023-03-03,4.998,713.0,22.1,5.8,39.5,16.1,915.1,5.441,611.0,2023,3,3,True,True,False,False,False,False,False
2023-03-04,4.532,629.0,22.9,6.2,40.4,14.7,914.9,10.226,550.0,2023,3,4,True,True,False,False,False,False,False
2023-03-04,27.795,660.0,22.9,6.2,40.4,14.7,914.9,43.343,624.0,2023,3,4,False,True,False,False,False,False,False
2023-03-05,19.324,837.0,23.3,6.6,41.8,15.0,914.3,22.77,683.0,2023,3,5,False,True,False,False,False,False,False
2023-03-05,4.617,726.0,23.3,6.6,41.8,15.0,914.3,6.012,600.0,2023,3,5,True,True,False,False,False,False,False
2023-03-06,4.973,725.0,22.9,5.9,39.5,14.5,913.0,6.175,590.0,2023,3,6,True,True,False,False,False,False,False
2023-03-06,19.808,824.0,22.9,5.9,39.5,14.5,913.0,28.252,675.0,2023,3,6,False,True,False,False,False,False,False
2023-03-07,5.238,725.0,22.7,7.8,46.0,14.4,912.6,8.278,559.0,2023,3,7,True,True,False,False,False,False,False
2023-03-07,13.932,875.0,22.7,7.8,46.0,14.4,912.6,24.2,652.0,2023,3,7,False,True,False,False,False,False,False
2023-03-08,12.906,885.0,22.4,9.2,48.5,16.7,912.4,21.338,656.0,2023,3,8,False,True,False,False,False,False,False
2023-03-08,5.405,732.0,22.4,9.2,48.5,16.7,912.4,6.36,555.0,2023,3,8,True,True,False,False,False,False,False
2023-03-09,17.633,877.0,22.2,9.0,48.4,11.4,912.0,29.682,635.0,2023,3,9,False,True,False,False,False,False,False
2023-03-09,3.365,739.0,22.2,9.0,48.4,11.4,912.0,7.148,558.0,2023,3,9,True,True,False,False,False,False,False
2023-03-10,3.379,749.0,22.2,8.5,48.7,13.8,911.5,5.556,537.0,2023,3,10,True,True,False,False,False,False,False
2023-03-10,17.998,883.0,22.2,8.5,48.7,13.8,911.5,22.197,642.0,2023,3,10,False,True,False,False,False,False,False
2023-03-11,4.236,741.0,22.8,9.5,50.3,12.3,911.7,4.958,541.0,2023,3,11,True,True,False,False,False,False,False
2023-03-11,15.511,875.0,22.8,9.5,50.3,12.3,911.7,22.628,645.0,2023,3,11,False,True,False,False,False,False,False
2023-03-12,20.202,847.0,23.2,12.7,57.2,13.8,909.5,19.188,655.0,2023,3,12,False,True,False,False,False,False,False
2023-03-12,5.509,729.0,23.2,12.7,57.2,13.8,909.5,5.441,556.0,2023,3,12,True,True,False,False,False,False,False
2023-03-13,25.47,827.0,24.3,12.7,53.8,10.9,910.2,21.03,689.0,2023,3,13,False,True,False,False,False,False,False
2023-03-13,7.124,702.0,24.3,12.7,53.8,10.9,910.2,6.675,560.0,2023,3,13,True,True,False,False,False,False,False
2023-03-14,27.89,813.0,24.8,10.6,46.5,8.9,908.9,23.225,680.0,2023,3,14,False,True,False,False,False,False,False
2023-03-14,8.081,672.0,24.8,10.6,46.5,8.9,908.9,6.826,555.0,2023,3,14,True,True,False,False,False,False,False
2023-03-15,29.08,807.0,25.5,13.1,54.0,10.9,908.5,22.56,686.0,2023,3,15,False,True,False,False,False,False,False
2023-03-15,7.267,661.0,25.5,13.1,54.0,10.9,908.5,5.944,592.0,2023,3,15,True,True,False,False,False,False,False
2023-03-16,29.641,821.0,23.8,17.4,71.2,11.7,909.6,31.412,687.0,2023,3,16,False,True,False,False,False,False,False
2023-03-16,4.154,705.0,23.8,17.4,71.2,11.7,909.6,8.346,573.0,2023,3,16,True,True,False,False,False,False,False
2023-03-17,24.197,815.0,23.6,18.1,73.5,10.6,909.4,26.202,693.0,2023,3,17,False,True,False,False,False,False,False
2023-03-17,5.274,722.0,23.6,18.1,73.5,10.6,909.4,8.382,569.0,2023,3,17,True,True,False,False,False,False,False
2023-03-18,5.757,709.0,24.1,18.5,73.0,12.2,908.7,12.802,565.0,2023,3,18,True,True,False,False,False,False,False
2023-03-18,22.954,802.0,24.1,18.5,73.0,12.2,908.7,30.499,698.0,2023,3,18,False,True,False,False,False,False,False
2023-03-19,19.728,809.0,25.1,15.6,59.3,12.7,908.0,28.983,696.0,2023,3,19,False,True,False,False,False,False,False
2023-03-19,6.036,710.0,25.1,15.6,59.3,12.7,908.0,10.515,601.0,2023,3,19,True,True,False,False,False,False,False
2023-03-21,6.697,708.0,24.2,10.1,45.0,8.9,908.0,10.65,548.0,2023,3,21,True,True,False,False,False,False,False
2023-03-21,24.94,821.0,24.2,10.1,45.0,8.9,908.0,42.939,678.0,2023,3,21,False,True,False,False,False,False,False
2023-03-22,17.732,850.0,26.2,16.2,59.2,7.0,908.3,30.213,690.0,2023,3,22,False,True,False,False,False,False,False
2023-03-22,6.765,702.0,26.2,16.2,59.2,7.0,908.3,6.353,536.0,2023,3,22,True,True,False,False,False,False,False
2023-03-23,24.201,824.0,26.2,14.2,52.4,8.9,908.5,22.654,666.0,2023,3,23,False,True,False,False,False,False,False
2023-03-23,7.032,705.0,26.2,14.2,52.4,8.9,908.5,3.063,550.0,2023,3,23,True,True,False,False,False,False,False
2023-03-24,7.942,688.0,26.3,15.4,55.0,9.1,908.9,6.566,570.0,2023,3,24,True,True,False,False,False,False,False
2023-03-24,33.154,776.0,26.3,15.4,55.0,9.1,908.9,25.422,676.0,2023,3,24,False,True,False,False,False,False,False
2023-03-25,31.126,770.0,26.6,17.9,60.5,10.6,909.7,36.942,681.0,2023,3,25,False,True,False,False,False,False,False
2023-03-25,7.896,674.0,26.6,17.9,60.5,10.6,909.7,7.386,555.0,2023,3,25,True,True,False,False,False,False,False
2023-03-26,26.664,729.0,26.7,16.8,57.3,9.4,909.1,36.791,666.0,2023,3,26,False,True,False,False,False,False,False
2023-03-26,11.508,621.0,26.7,16.8,57.3,9.4,909.1,6.964,575.0,2023,3,26,True,True,False,False,False,False,False
2023-03-27,14.029,495.0,26.6,11.0,42.3,10.3,909.2,4.22,571.0,2023,3,27,True,True,False,False,False,False,False
2023-03-27,25.244,694.0,26.6,11.0,42.3,10.3,909.2,31.506,646.0,2023,3,27,False,True,False,False,False,False,False
2023-03-28,13.823,496.0,27.4,13.4,48.3,8.3,909.3,3.943,596.0,2023,3,28,True,True,False,False,False,False,False
2023-03-28,22.758,697.0,27.4,13.4,48.3,8.3,909.3,27.483,663.0,2023,3,28,False,True,False,False,False,False,False
2023-03-29,32.471,681.0,26.8,17.4,59.1,10.6,909.9,23.755,680.0,2023,3,29,False,True,False,False,False,False,False
2023-03-29,10.642,525.0,26.8,17.4,59.1,10.6,909.9,4.849,615.0,2023,3,29,True,True,False,False,False,False,False
2023-03-30,29.987,672.0,26.1,16.6,58.6,12.1,909.2,31.299,651.0,2023,3,30,False,True,False,False,False,False,False
2023-03-30,12.242,530.0,26.1,16.6,58.6,12.1,909.2,4.557,579.0,2023,3,30,True,True,False,False,False,False,False
2023-03-31,29.943,670.0,27.0,16.3,56.3,11.0,908.5,28.911,669.0,2023,3,31,False,True,False,False,False,False,False
2023-03-31,11.124,537.0,27.0,16.3,56.3,11.0,908.5,6.321,570.0,2023,3,31,True,True,False,False,False,False,False
2023-04-01,28.722,568.0,26.6,17.1,59.3,8.4,908.5,32.881,60.0,2023,4,1,False,True,False,False,False,False,False
2023-04-01,10.232,478.0,26.6,17.1,59.3,8.4,908.5,9.692,520.0,2023,4,1,True,True,False,False,False,False,False
2023-04-02,23.037,660.0,26.5,15.8,55.7,8.1,908.2,26.257,653.0,2023,4,2,False,True,False,False,False,False,False
